Sample	Biosample term name	Biosample term id	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	Default Sample	full_predictions_path	thresholded_bedpe_path	thresholded_bigInteract_path	thresholded_predictions_path	full_predictions_mitra	thresholded_bedpe_mitra	thresholded_bigInteract_mitra	thresholded_predictions_mitra	full_predictions_synapse	thresholded_predictions_synapse	thresholded_bedpe_synapse	thresholded_bigInteract_synapse	dnase_bigwig_url
thymus_ENCSR544KDB	thymus	UBERON:0002370	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR544KDB	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO608XKS/	ENCFF706IXZ	unfiltered alignments	single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thymus_ENCSR544KDB_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thymus_ENCSR544KDB_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thymus_ENCSR544KDB_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thymus_ENCSR544KDB_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thymus_ENCSR544KDB_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thymus_ENCSR544KDB_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thymus_ENCSR544KDB_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thymus_ENCSR544KDB_thresholded_predictions.tsv.gz	syn55181348	syn55181342	syn55181345	syn55181341	https://www.encodeproject.org/files/ENCFF101MRT/@@download/ENCFF101MRT.bigWig
thymus_ENCSR682PKY	thymus	UBERON:0002370	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR682PKY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO196CPA/	ENCFF236OOL	unfiltered alignments	single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thymus_ENCSR682PKY_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thymus_ENCSR682PKY_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thymus_ENCSR682PKY_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thymus_ENCSR682PKY_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thymus_ENCSR682PKY_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thymus_ENCSR682PKY_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thymus_ENCSR682PKY_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thymus_ENCSR682PKY_thresholded_predictions.tsv.gz	syn55181353	syn55181347	syn55181350	syn55181346	https://www.encodeproject.org/files/ENCFF619PTY/@@download/ENCFF619PTY.bigWig
thymus_ENCSR888UPQ	thymus	UBERON:0002370	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR888UPQ	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO132ASK/	ENCFF725SKI	unfiltered alignments	single-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thymus_ENCSR888UPQ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thymus_ENCSR888UPQ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thymus_ENCSR888UPQ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thymus_ENCSR888UPQ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thymus_ENCSR888UPQ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thymus_ENCSR888UPQ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thymus_ENCSR888UPQ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thymus_ENCSR888UPQ_thresholded_predictions.tsv.gz	syn55181367	syn55181361	syn55181364	syn55181360	https://www.encodeproject.org/files/ENCFF981ZHS/@@download/ENCFF981ZHS.bigWig
thyroid_gland_ENCSR549NRK	thyroid gland	UBERON:0002046	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR549NRK	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO451RUA/	ENCFF465MSB	alignments	paired-ended	FALSE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR549NRK_thresholded_predictions.tsv.gz	syn55180638	syn55180632	syn55180635	syn55180630	https://www.encodeproject.org/files/ENCFF017LRG/@@download/ENCFF017LRG.bigWig
thyroid_gland_ENCSR450PWF	thyroid gland	UBERON:0002046	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR450PWF	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO271OUW/	ENCFF657ZLL	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR450PWF_thresholded_predictions.tsv.gz	syn55180634	syn55180627	syn55180629	syn55180626	https://www.encodeproject.org/files/ENCFF379EHP/@@download/ENCFF379EHP.bigWig
thyroid_gland_ENCSR195ONB	thyroid gland	UBERON:0002046	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR195ONB	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO793LXB/	ENCFF086CGV	alignments	paired-ended	TRUE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR195ONB_thresholded_predictions.tsv.gz	syn55180628	syn55180623	syn55180624	syn55180621	https://www.encodeproject.org/files/ENCFF047YGB/@@download/ENCFF047YGB.bigWig
thyroid_gland_ENCSR749MUH	thyroid gland	UBERON:0002046	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR749MUH	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF355MYX	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_thyroid_gland_ENCSR749MUH_thresholded_predictions.tsv.gz	syn55180643	syn55180637	syn55180639	syn55180636	https://www.encodeproject.org/files/ENCFF211HIT/@@download/ENCFF211HIT.bigWig
tibial_artery_ENCSR090IDV	tibial artery	UBERON:0007610	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR090IDV	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO451RUA/	ENCFF217PGC	alignments	paired-ended	TRUE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_artery_ENCSR090IDV_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_artery_ENCSR090IDV_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_artery_ENCSR090IDV_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_artery_ENCSR090IDV_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_artery_ENCSR090IDV_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_artery_ENCSR090IDV_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_artery_ENCSR090IDV_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_artery_ENCSR090IDV_thresholded_predictions.tsv.gz	syn55182248	syn55182242	syn55182245	syn55182241	https://www.encodeproject.org/files/ENCFF586KKK/@@download/ENCFF586KKK.bigWig
tibial_artery_ENCSR080ISA	tibial artery	UBERON:0007610	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR080ISA	2017-10-01	John Stamatoyannopoulos, UW	/human-donors/ENCDO793LXB/	ENCFF641PPV	alignments	paired-ended	TRUE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_artery_ENCSR080ISA_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_artery_ENCSR080ISA_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_artery_ENCSR080ISA_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_artery_ENCSR080ISA_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_artery_ENCSR080ISA_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_artery_ENCSR080ISA_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_artery_ENCSR080ISA_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_artery_ENCSR080ISA_thresholded_predictions.tsv.gz	syn55182243	syn55182237	syn55182240	syn55182236	https://www.encodeproject.org/files/ENCFF787EAS/@@download/ENCFF787EAS.bigWig
tibial_artery_ENCSR102RSU	tibial artery	UBERON:0007610	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR102RSU	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF090MWN	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_artery_ENCSR102RSU_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_artery_ENCSR102RSU_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_artery_ENCSR102RSU_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_artery_ENCSR102RSU_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_artery_ENCSR102RSU_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_artery_ENCSR102RSU_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_artery_ENCSR102RSU_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_artery_ENCSR102RSU_thresholded_predictions.tsv.gz	syn55182252	syn55182247	syn55182249	syn55182246	https://www.encodeproject.org/files/ENCFF013UBZ/@@download/ENCFF013UBZ.bigWig
tibial_nerve_ENCSR508FVM	tibial nerve	UBERON:0001323	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR508FVM	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO451RUA/	ENCFF647TLU	alignments	paired-ended	FALSE	TRUE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.tsv.gz	syn55180287	syn55180280	syn55180282	syn55180279	https://www.encodeproject.org/files/ENCFF798CZY/@@download/ENCFF798CZY.bigWig
tibial_nerve_ENCSR484UAU	tibial nerve	UBERON:0001323	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR484UAU	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF234VOE	alignments	paired-ended	TRUE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.tsv.gz	syn55180281	syn55180276	syn55180278	syn55180274	https://www.encodeproject.org/files/ENCFF644VHX/@@download/ENCFF644VHX.bigWig
